X,Y,id,ref,@spider,amenity,cuisine,takeaway,addr:full,addr:city,addr:state,addr:postcode,addr:country,name,phone,website,brand,brand:wikidata,nsi_id
-94.4228186,35.3852661,O1Ugt9eb3cTs3JERiVDy0jS0Ufs=,https://locations.jimmyjohns.com/ar/fortsmith/sandwiches-2832.html,jimmy_johns,fast_food,sandwich,yes,822 Garrison Ave ,Fort Smith,AR,72901,US,Jimmy John's,(479) 755-6690,https://locations.jimmyjohns.com/ar/fortsmith/sandwiches-2832.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-93.1212820,36.2518540,7dQoh5yLuVV2HU2-mGssqSj8HQY=,https://locations.jimmyjohns.com/ar/harrison/sandwiches-3946.html,jimmy_johns,fast_food,sandwich,yes,800 Hwy 62-65 N Suite B,Harrison,AR,72601,US,Jimmy John's,(870) 204-5657,https://locations.jimmyjohns.com/ar/harrison/sandwiches-3946.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-94.1663740,36.0667854,fAyh3n-l42WAAsitDo3-pDU335c=,https://locations.jimmyjohns.com/ar/fayetteville/sandwiches-375.html,jimmy_johns,fast_food,sandwich,yes,518 W. Dickson ,Fayetteville,AR,72701,US,Jimmy John's,(479) 571-0600,https://locations.jimmyjohns.com/ar/fayetteville/sandwiches-375.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-94.1456585,36.1127766,rdEZldiPxCNQoX_eqSjBgtf8C9s=,https://locations.jimmyjohns.com/ar/fayetteville/sandwiches-3344.html,jimmy_johns,fast_food,sandwich,yes,3379 N College Ave ,Fayetteville,AR,72703,US,Jimmy John's,(479) 287-4513,https://locations.jimmyjohns.com/ar/fayetteville/sandwiches-3344.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-92.4721412,35.0865872,wAdlm9Wz3-CBWLqITatF5QpDs4w=,https://locations.jimmyjohns.com/ar/conway/sandwiches-2022.html,jimmy_johns,fast_food,sandwich,yes,603 Salem Rd ,Conway,AR,72034,US,Jimmy John's,(501) 329-2200,https://locations.jimmyjohns.com/ar/conway/sandwiches-2022.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-94.2049475,36.3348288,5gKTIcweTk8wPk8BGz0gQCvqYME=,https://locations.jimmyjohns.com/ar/bentonville/sandwiches-3231.html,jimmy_johns,fast_food,sandwich,yes,500 SE Walton Blvd. Ste. 12,Bentonville,AR,72712,US,Jimmy John's,(479) 250-9999,https://locations.jimmyjohns.com/ar/bentonville/sandwiches-3231.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-87.6248853,41.8915257,bOGiiRcVAHVDoiWwJTY8SDLepq8=,https://locations.jimmyjohns.com/il/chicago/sandwiches-290.html,jimmy_johns,fast_food,sandwich,yes,520 N. Michigan Ave. Ste. 423,Chicago,IL,60611,US,Jimmy John's,(312) 329-1900,https://locations.jimmyjohns.com/il/chicago/sandwiches-290.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-81.9517448,41.4647917,_sMna1CZg4oNT7OOQCDAT42M-W0=,https://locations.jimmyjohns.com/oh/westlake/sandwiches-1811.html,jimmy_johns,fast_food,sandwich,yes,29998 Detroit Rd. ,Westlake,OH,44145,US,Jimmy John's,(440) 250-8900,https://locations.jimmyjohns.com/oh/westlake/sandwiches-1811.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-106.9444580,44.7740940,BkX764qA7iYrAltqOxUbwX9gihk=,https://locations.jimmyjohns.com/wy/sheridan/sandwiches-1673.html,jimmy_johns,fast_food,sandwich,yes,727 E. Brundage Ln. ,Sheridan,WY,82801,US,Jimmy John's,(307) 675-8333,https://locations.jimmyjohns.com/wy/sheridan/sandwiches-1673.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-109.2444502,41.5735469,Vxb8EKU0OrzeCdMGzZvO7NHbInY=,https://locations.jimmyjohns.com/wy/rocksprings/sandwiches-2257.html,jimmy_johns,fast_food,sandwich,yes,1577 Dewar Dr. Ste. 100,Rock Springs,WY,82901,US,Jimmy John's,(307) 362-1116,https://locations.jimmyjohns.com/wy/rocksprings/sandwiches-2257.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-105.5618410,41.3095149,2Ltucyaa1z9vFlcjKU9A1QFz4qc=,https://locations.jimmyjohns.com/wy/laramie/sandwiches-980.html,jimmy_johns,fast_food,sandwich,yes,2405 Grand Ave. ,Laramie,WY,82070,US,Jimmy John's,(307) 745-1555,https://locations.jimmyjohns.com/wy/laramie/sandwiches-980.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-105.4908926,44.2748169,v4Ct6I4J73Qlcd1aq5myKau8AX4=,https://locations.jimmyjohns.com/wy/gillette/sandwiches-2009.html,jimmy_johns,fast_food,sandwich,yes,902 Country Club Rd Ste. 100,Gillette,WY,82718,US,Jimmy John's,(307) 682-7090,https://locations.jimmyjohns.com/wy/gillette/sandwiches-2009.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-104.7637847,41.1457745,N88KOnq4fRDjm7sNZGZ8TYAGKQg=,https://locations.jimmyjohns.com/wy/cheyenne/sandwiches-2035.html,jimmy_johns,fast_food,sandwich,yes,3306 McCann Ave ,Cheyenne,WY,82001,US,Jimmy John's,(307) 638-2044,https://locations.jimmyjohns.com/wy/cheyenne/sandwiches-2035.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-110.9566478,41.2621263,aaVbTz2SWcIBzrrckMIuq12PM0o=,https://locations.jimmyjohns.com/wy/evanston/sandwiches-3534.html,jimmy_johns,fast_food,sandwich,yes,113 Front St ,Evanston,WY,82930,US,Jimmy John's,(307) 789-0333,https://locations.jimmyjohns.com/wy/evanston/sandwiches-3534.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-104.8136795,41.1337263,IMAV3ispPCPyFImbigkdBGLsj2g=,https://locations.jimmyjohns.com/wy/cheyenne/sandwiches-1262.html,jimmy_johns,fast_food,sandwich,yes,110 E. Lincolnway ,Cheyenne,WY,82001,US,Jimmy John's,(307) 635-2820,https://locations.jimmyjohns.com/wy/cheyenne/sandwiches-1262.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-106.2626494,42.8472798,7tu17R82uaSId0v-D0winnMopM0=,https://locations.jimmyjohns.com/wy/casper/sandwiches-1638.html,jimmy_johns,fast_food,sandwich,yes,4801 E 2nd St Ste. 101,Casper,WY,82609,US,Jimmy John's,(307) 472-0437,https://locations.jimmyjohns.com/wy/casper/sandwiches-1638.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-80.5953296,40.0626472,QRCFgYELl1FdCFbVJBHF8MxD_cM=,https://locations.jimmyjohns.com/wv/triadelphia/sandwiches-4004.html,jimmy_johns,fast_food,sandwich,yes,36 Fort Henry Rd ,Triadelphia,WV,26059,US,Jimmy John's,(304) 909-0136,https://locations.jimmyjohns.com/wv/triadelphia/sandwiches-4004.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-81.5605639,39.2653834,7elZm6lY6KbKs7cQiCgUiNF5V_8=,https://locations.jimmyjohns.com/wv/parkersburg/sandwiches-676.html,jimmy_johns,fast_food,sandwich,yes,422 Market St. ,Parkersburg,WV,26101,US,Jimmy John's,(304) 422-4060,https://locations.jimmyjohns.com/wv/parkersburg/sandwiches-676.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-79.9550128,39.6310681,rlyATBlYayYQt9djuQel95ZcgfU=,https://locations.jimmyjohns.com/wv/morgantown/sandwiches-783.html,jimmy_johns,fast_food,sandwich,yes,405 High St. ,Morgantown,WV,26505,US,Jimmy John's,(304) 284-9060,https://locations.jimmyjohns.com/wv/morgantown/sandwiches-783.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-79.9421717,39.6537884,drEDiq3RKGxM6q0Crr6FDq2ET_U=,https://locations.jimmyjohns.com/wv/morgantown/sandwiches-1496.html,jimmy_johns,fast_food,sandwich,yes,1018 Suncrest Towne Centre ,Morgantown,WV,26508,US,Jimmy John's,(304) 241-5555,https://locations.jimmyjohns.com/wv/morgantown/sandwiches-1496.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-82.4347979,38.4225646,-44X74leHgqzBoPylHrfEgWfwsc=,https://locations.jimmyjohns.com/wv/huntington/sandwiches-941.html,jimmy_johns,fast_food,sandwich,yes,1418 4th Ave. ,Huntington,WV,25701,US,Jimmy John's,(304) 529-8090,https://locations.jimmyjohns.com/wv/huntington/sandwiches-941.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-81.6359803,38.3490788,J_e8GGQCc0WlA6Tl7wDpH7KHXvs=,https://locations.jimmyjohns.com/wv/charleston/sandwiches-988.html,jimmy_johns,fast_food,sandwich,yes,32 Capital Street ,Charleston,WV,25301,US,Jimmy John's,(304) 720-3000,https://locations.jimmyjohns.com/wv/charleston/sandwiches-988.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.8176842,44.3763708,pMibAjD7CeLrj7C71UMmLUjMtTU=,https://locations.jimmyjohns.com/wi/wisconsinrapids/sandwiches-3265.html,jimmy_johns,fast_food,sandwich,yes,2020 8th St S ,Wisconsin Rapids,WI,54494,US,Jimmy John's,(715) 421-2424,https://locations.jimmyjohns.com/wi/wisconsinrapids/sandwiches-3265.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-81.5724053,38.3164260,ZLhYHT054TWVz6nL71rqFLcIqWM=,https://locations.jimmyjohns.com/wv/charleston/sandwiches-3954.html,jimmy_johns,fast_food,sandwich,yes,5330 MacCorkle Ave SE ,Charleston,WV,25304,US,Jimmy John's,(304) 400-4040,https://locations.jimmyjohns.com/wv/charleston/sandwiches-3954.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.7877518,43.6251720,tiEV1SrwlbVfgA5xQ3EYvPu06kY=,https://locations.jimmyjohns.com/wi/wisconsindells/sandwiches-1547.html,jimmy_johns,fast_food,sandwich,yes,322 Highway 13 ,Wisconsin Dells,WI,53965,US,Jimmy John's,(608) 254-5200,https://locations.jimmyjohns.com/wi/wisconsindells/sandwiches-1547.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.7507528,42.8343014,anyKMks81WqjqsAYy-jvehWIzHo=,https://locations.jimmyjohns.com/wi/whitewater/sandwiches-68.html,jimmy_johns,fast_food,sandwich,yes,1139 West Main St ,Whitewater,WI,53190,US,Jimmy John's,(262) 473-6100,https://locations.jimmyjohns.com/wi/whitewater/sandwiches-68.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-87.9108399,43.1188020,2a7AGLhEMGkLNYz_0Bgkz1qob-I=,https://locations.jimmyjohns.com/wi/whitefishbay/sandwiches-2340.html,jimmy_johns,fast_food,sandwich,yes,106 W. Silver Spring Dr. Ste. B,Whitefish Bay,WI,53217,US,Jimmy John's,(414) 962-5555,https://locations.jimmyjohns.com/wi/whitefishbay/sandwiches-2340.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-87.9682803,43.0161281,fEdbKC7--KDuEJ36139GT-c6oCU=,https://locations.jimmyjohns.com/wi/westmilwaukee/sandwiches-1495.html,jimmy_johns,fast_food,sandwich,yes,1403 Miller Park Way Unit D,West Milwaukee,WI,53214,US,Jimmy John's,(414) 383-3030,https://locations.jimmyjohns.com/wi/westmilwaukee/sandwiches-1495.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.5739631,44.9056521,HfJLrjehQJveS7v2b8Wat3bKGW4=,https://locations.jimmyjohns.com/wi/weston/sandwiches-1575.html,jimmy_johns,fast_food,sandwich,yes,3910 Schofield Ave Ste. 11,Weston,WI,54476,US,Jimmy John's,(715) 241-9988,https://locations.jimmyjohns.com/wi/weston/sandwiches-1575.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.1806223,43.4097489,g2GKL43UWS5JeAnloK7M8c_b1Y4=,https://locations.jimmyjohns.com/wi/westbend/sandwiches-708.html,jimmy_johns,fast_food,sandwich,yes,869 S. Main St. ,West Bend,WI,53095,US,Jimmy John's,(262) 334-0100,https://locations.jimmyjohns.com/wi/westbend/sandwiches-708.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.0476361,42.9908573,sURc5CJheIyAk1UFoE7d3Pw2RII=,https://locations.jimmyjohns.com/wi/westallis/sandwiches-637.html,jimmy_johns,fast_food,sandwich,yes,2911 S. 108th St. ,West Allis,WI,53227,US,Jimmy John's,(414) 541-9999,https://locations.jimmyjohns.com/wi/westallis/sandwiches-637.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.0494934,43.0348353,Y5L82qK6G_s-GEygaMH17PvfvQ0=,https://locations.jimmyjohns.com/wi/wauwatosa/sandwiches-438.html,jimmy_johns,fast_food,sandwich,yes,10919 W. Bluemound Rd. ,Wauwatosa,WI,53226,US,Jimmy John's,(414) 476-9488,https://locations.jimmyjohns.com/wi/wauwatosa/sandwiches-438.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.0052836,43.0491002,ykUnRO7P3WBHnBDOhENLJcdgu6A=,https://locations.jimmyjohns.com/wi/wauwatosa/sandwiches-2250.html,jimmy_johns,fast_food,sandwich,yes,7460 W State Street ,Wauwatosa,WI,53213,US,Jimmy John's,(414) 778-2008,https://locations.jimmyjohns.com/wi/wauwatosa/sandwiches-2250.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.7181561,43.6319065,NJJqq3_ND01pdb66W-qMkEWf3f4=,https://locations.jimmyjohns.com/wi/waupun/sandwiches-3048.html,jimmy_johns,fast_food,sandwich,yes,108 Washington Ave ,Waupun,WI,53963,US,Jimmy John's,(920) 345-1488,https://locations.jimmyjohns.com/wi/waupun/sandwiches-3048.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.6636563,44.9580694,fN0jMxSy8akxdnXiUoGmVJViJFo=,https://locations.jimmyjohns.com/wi/wausau/sandwiches-1162.html,jimmy_johns,fast_food,sandwich,yes,2205 Stewart Ave ,Wausau,WI,54401,US,Jimmy John's,(715) 845-8585,https://locations.jimmyjohns.com/wi/wausau/sandwiches-1162.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.4612574,43.1687985,9RFgD59vabh_m8SZS4Zm0hrjJkw=,https://locations.jimmyjohns.com/wi/waunakee/sandwiches-4164.html,jimmy_johns,fast_food,sandwich,yes,1345 Water Wheel Dr. ,Waunakee,WI,53597,US,Jimmy John's,(608) 927-0044,https://locations.jimmyjohns.com/wi/waunakee/sandwiches-4164.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.2330726,43.0147404,XjZ6FtDhvQCeNqXh75P-hB9hWEI=,https://locations.jimmyjohns.com/wi/waukesha/sandwiches-883.html,jimmy_johns,fast_food,sandwich,yes,315 E. North St. ,Waukesha,WI,53188,US,Jimmy John's,(262) 446-4444,https://locations.jimmyjohns.com/wi/waukesha/sandwiches-883.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.2040005,43.0573792,lOWKDdAIc0azV0zExbU4jez91WU=,https://locations.jimmyjohns.com/wi/waukesha/sandwiches-738.html,jimmy_johns,fast_food,sandwich,yes,N20W22951 Watertown Rd. Ste. 103,Waukesha,WI,53186,US,Jimmy John's,(262) 524-8000,https://locations.jimmyjohns.com/wi/waukesha/sandwiches-738.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.7282160,43.1951169,A9p4SYnr_c9sHt4Omc5VE9YdDSw=,https://locations.jimmyjohns.com/wi/watertown/sandwiches-678.html,jimmy_johns,fast_food,sandwich,yes,103 N. Church St. ,Watertown,WI,53094,US,Jimmy John's,(920) 262-8380,https://locations.jimmyjohns.com/wi/watertown/sandwiches-678.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.5210080,42.9940420,aaWmw2x7jUEIO9YLA0k28B9dYmA=,https://locations.jimmyjohns.com/wi/verona/sandwiches-3609.html,jimmy_johns,fast_food,sandwich,yes,631 Hometown Circle Suite 107,Verona,WI,53593,US,Jimmy John's,(608) 497-1831,https://locations.jimmyjohns.com/wi/verona/sandwiches-3609.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-92.0903170,46.7211841,9svokhSPCp6bYdvryN44GM3aANo=,https://locations.jimmyjohns.com/wi/superior/sandwiches-555.html,jimmy_johns,fast_food,sandwich,yes,823 Belknap St Suite 101,Superior,WI,54880,US,Jimmy John's,(715) 395-4669,https://locations.jimmyjohns.com/wi/superior/sandwiches-555.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-90.5081372,44.0173757,6-A_wGjX_V6jNih_5fSeCpHAVQY=,https://locations.jimmyjohns.com/wi/tomah/sandwiches-4008.html,jimmy_johns,fast_food,sandwich,yes,222 Buan St Suite B,Tomah,WI,54660,US,Jimmy John's,(608) 567-0201,https://locations.jimmyjohns.com/wi/tomah/sandwiches-4008.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.2645772,43.1812657,SzoQYO4WHPTBkdUX0fYGn8h5LGY=,https://locations.jimmyjohns.com/wi/sunprairie/sandwiches-9080.html,jimmy_johns,fast_food,sandwich,yes,110 N Grand Ave. Ste 116,Sun Prairie,WI,53590,US,Jimmy John's,(608) 318-6111,https://locations.jimmyjohns.com/wi/sunprairie/sandwiches-9080.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-87.3693835,44.8433080,BqLsv2zw8sB1hBYFvL7U-R_TlC8=,https://locations.jimmyjohns.com/wi/sturgeonbay/sandwiches-3792.html,jimmy_johns,fast_food,sandwich,yes,845 Egg Harbor Rd ,Sturgeon Bay,WI,54235,US,Jimmy John's,(920) 818-1460,https://locations.jimmyjohns.com/wi/sturgeonbay/sandwiches-3792.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.5754777,44.5335879,M_J3f-qpo1LdBb8LJ_DhTjb3o4M=,https://locations.jimmyjohns.com/wi/stevenspoint/sandwiches-1110.html,jimmy_johns,fast_food,sandwich,yes,108 Division St ,Stevens Point,WI,54481,US,Jimmy John's,(715) 344-8800,https://locations.jimmyjohns.com/wi/stevenspoint/sandwiches-1110.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.2498195,42.9221590,Z8EkgRMyKYMGsVOdy1KmsgBexJk=,https://locations.jimmyjohns.com/wi/stoughton/sandwiches-1959.html,jimmy_johns,fast_food,sandwich,yes,2376 Jackson St. ,Stoughton,WI,53589,US,Jimmy John's,(608) 873-7200,https://locations.jimmyjohns.com/wi/stoughton/sandwiches-1959.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-87.7542097,43.7171985,PL3qzBKq_fTN3xHRMDch0pRpsmc=,https://locations.jimmyjohns.com/wi/sheboygan/sandwiches-741.html,jimmy_johns,fast_food,sandwich,yes,3538 Washington Ave ,Sheboygan,WI,53081,US,Jimmy John's,(920) 208-7827,https://locations.jimmyjohns.com/wi/sheboygan/sandwiches-741.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-87.7131822,43.7494279,eu8eeZmVY5IzN0vmQo00GPhunx0=,https://locations.jimmyjohns.com/wi/sheboygan/sandwiches-2125.html,jimmy_johns,fast_food,sandwich,yes,506 S. 8th St. ,Sheboygan,WI,53081,US,Jimmy John's,(920) 783-6335,https://locations.jimmyjohns.com/wi/sheboygan/sandwiches-2125.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-87.7345181,43.7737157,l2db0mLIioxntL8zOLsRmMDwHBk=,https://locations.jimmyjohns.com/wi/sheboygan/sandwiches-1411.html,jimmy_johns,fast_food,sandwich,yes,2633 Calumet Ave. ,Sheboygan,WI,53083,US,Jimmy John's,(920) 459-9055,https://locations.jimmyjohns.com/wi/sheboygan/sandwiches-1411.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-92.6270881,44.8544556,1CNZ1zct909upnx9-sazx_ZRlyA=,https://locations.jimmyjohns.com/wi/riverfalls/sandwiches-1123.html,jimmy_johns,fast_food,sandwich,yes,477 Spruce St ,River Falls,WI,54022,US,Jimmy John's,(715) 425-6222,https://locations.jimmyjohns.com/wi/riverfalls/sandwiches-1123.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-91.7341306,45.4934753,3-2VkJPEEaBOeRvVCF8Stynx_jI=,https://locations.jimmyjohns.com/wi/ricelake/sandwiches-2230.html,jimmy_johns,fast_food,sandwich,yes,602 S Main St Spc A,Rice Lake,WI,54868,US,Jimmy John's,(715) 719-0231,https://locations.jimmyjohns.com/wi/ricelake/sandwiches-2230.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-87.7835887,42.7319571,LUT5hvAd8upQYLXGxp6kg3ttvio=,https://locations.jimmyjohns.com/wi/racine/sandwiches-1253.html,jimmy_johns,fast_food,sandwich,yes,141 N Main St. ,Racine,WI,53403,US,Jimmy John's,(262) 634-6544,https://locations.jimmyjohns.com/wi/racine/sandwiches-1253.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.5241517,44.4525136,4n2OaKum9WdIYFAzb3dzpdcOwyo=,https://locations.jimmyjohns.com/wi/plover/sandwiches-3877.html,jimmy_johns,fast_food,sandwich,yes,1845 Park Ave ,Plover,WI,54467,US,Jimmy John's,(715) 344-1642,https://locations.jimmyjohns.com/wi/plover/sandwiches-3877.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-89.4690667,43.5622258,Sy8plDkprYy56JNDp9vAKHGVpRU=,https://locations.jimmyjohns.com/wi/portage/sandwiches-112.html,jimmy_johns,fast_food,sandwich,yes,2643 New Pinery Rd ,Portage,WI,53901,US,Jimmy John's,(608) 745-4627,https://locations.jimmyjohns.com/wi/portage/sandwiches-112.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-90.4770559,42.7336309,AJrKB-ixtoN6ayXjS8wuctec0Ec=,https://locations.jimmyjohns.com/wi/platteville/sandwiches-2007.html,jimmy_johns,fast_food,sandwich,yes,105 E. Main St. ,Platteville,WI,53818,US,Jimmy John's,(608) 348-8010,https://locations.jimmyjohns.com/wi/platteville/sandwiches-2007.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.2577154,43.0417490,xeE3cg-DS2MvyB8_qSkU6_cQ--k=,https://locations.jimmyjohns.com/wi/pewaukee/sandwiches-1099.html,jimmy_johns,fast_food,sandwich,yes,1890 Meadow Lane Ste. B,Pewaukee,WI,53072,US,Jimmy John's,(262) 574-9999,https://locations.jimmyjohns.com/wi/pewaukee/sandwiches-1099.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.5482806,44.0194454,eKdSed7piLcywXaNPDTlHj1dvoQ=,https://locations.jimmyjohns.com/wi/oshkosh/sandwiches-670.html,jimmy_johns,fast_food,sandwich,yes,70 Wisconsin Street ,Oshkosh,WI,54901,US,Jimmy John's,(920) 230-2328,https://locations.jimmyjohns.com/wi/oshkosh/sandwiches-670.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
-88.5810997,44.0146917,y6zSGZ1OyRowWB-Cf0gRQdXsuPs=,https://locations.jimmyjohns.com/wi/oshkosh/sandwiches-1389.html,jimmy_johns,fast_food,sandwich,yes,412 S. Koeller St. ,Oshkosh,WI,54901,US,Jimmy John's,(920) 232-6600,https://locations.jimmyjohns.com/wi/oshkosh/sandwiches-1389.html,Jimmy John's,Q1689380,jimmyjohns-4d2ff4
