X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,pm2_5,aqi,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,mytracks_speed,mytracks_length
72.83082077,19.05871899,"0","0","553",20.03814636,2022/11/17 12:42:29,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.8308248,19.05871253,"0","0","554",20.04304177,2022/11/17 12:42:30,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83083117,19.05870919,"0","0","555",20.16222172,2022/11/17 12:42:31,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83083904,19.05870633,"0","0","556",20.13174192,2022/11/17 12:42:32,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.8308487,19.05870552,"0","0","557",20.07078169,2022/11/17 12:42:33,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83085929,19.05870454,"0","0","558",19.95025541,2022/11/17 12:42:34,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83087158,19.05870385,"0","0","559",19.91006611,2022/11/17 12:42:35,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83088347,19.05870194,"0","0","560",19.80337034,2022/11/17 12:42:36,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83089864,19.05869923,"0","0","561",19.80851596,2022/11/17 12:42:36,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83091379,19.05869664,"0","0","562",19.81591402,2022/11/17 12:42:37,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.8309302,19.0586926,"0","0","563",19.78084086,2022/11/17 12:42:39,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83094666,19.05868967,"0","0","564",19.8262279,2022/11/17 12:42:40,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83096392,19.05868695,"0","0","565",19.87361829,2022/11/17 12:42:41,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83098001,19.05868379,"0","0","566",19.86803655,2022/11/17 12:42:42,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83099514,19.05868107,"0","0","567",19.90246545,2022/11/17 12:42:43,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83101367,19.05867561,"0","0","568",19.94086815,2022/11/17 12:42:44,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102116,19.05866951,"0","0","569",19.8454618,2022/11/17 12:42:45,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102486,19.05866102,"0","0","570",19.82606747,2022/11/17 12:42:46,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102535,19.05864878,"0","0","571",19.71121605,2022/11/17 12:42:47,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102567,19.05863613,"0","0","572",19.67444461,2022/11/17 12:42:48,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102606,19.05862358,"0","0","573",19.71559336,2022/11/17 12:42:49,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102618,19.05861208,"0","0","574",19.78416299,2022/11/17 12:42:50,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102654,19.05860007,"0","0","575",19.83727434,2022/11/17 12:42:51,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102772,19.05858838,"0","0","576",19.88575343,2022/11/17 12:42:52,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102614,19.05857027,"0","0","577",19.89423683,2022/11/17 12:42:53,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83102191,19.05855649,"0","0","578",19.80858008,2022/11/17 12:42:54,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83101727,19.05854204,"0","0","579",19.74896033,2022/11/17 12:42:55,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83101117,19.05852614,"0","0","580",19.68610673,2022/11/17 12:42:56,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83100386,19.05850941,"0","0","581",19.60807704,2022/11/17 12:42:57,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83099736,19.05849217,"0","0","582",19.47474119,2022/11/17 12:42:58,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83099293,19.05847655,"0","0","583",19.39747839,2022/11/17 12:42:59,"96","171",,,,,,,,,,,,,,,,,,,,,,,
72.83098921,19.05846236,"0","0","584",19.35119464,2022/11/17 12:43:00,"106","177",,,,,,,,,,,,,,,,,,,,,,,
72.83098475,19.05845236,"0","0","585",19.33306776,2022/11/17 12:43:02,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83098135,19.05844847,"0","0","586",19.38847129,2022/11/17 12:43:03,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83097505,19.05845302,"0","0","587",19.37195521,2022/11/17 12:43:04,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83096653,19.05846044,"0","0","588",19.39233562,2022/11/17 12:43:05,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83095604,19.05847108,"0","0","589",19.40872826,2022/11/17 12:43:06,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.8309446,19.05848279,"0","0","590",19.35607981,2022/11/17 12:43:07,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83093213,19.05849273,"0","0","591",19.23205039,2022/11/17 12:43:07,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83092381,19.05849912,"0","0","592",19.29615969,2022/11/17 12:43:08,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83091735,19.05850618,"0","0","593",19.31325236,2022/11/17 12:43:09,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83091425,19.05851601,"0","0","594",19.31581283,2022/11/17 12:43:10,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83091367,19.0585259,"0","0","595",19.39190053,2022/11/17 12:43:11,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83091478,19.05853574,"0","0","596",19.47153543,2022/11/17 12:43:12,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83091477,19.05854547,"0","0","597",19.45707745,2022/11/17 12:43:13,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83091553,19.05855628,"0","0","598",19.50398668,2022/11/17 12:43:14,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83091384,19.05857028,"0","0","599",19.59311167,2022/11/17 12:43:16,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.83090575,19.05853407,"0","0","600",19.70105388,2022/11/17 12:43:59,"100","173",,,,,,,,,,,,,,,,,,,,,,,
72.8309355,19.05835862,"0","0","601",19.45462938,2022/11/17 12:47:44,"100","173",,,,,,,,,,,,,,,,,,,,,,,
